Var1,Var2,value
Fuel qty low tdwn,Air spd (rel) lo flap 1,-0.011359069
Air spd (rel) lo flap 1,Fuel qty low tdwn,-0.011359069
Pitch hi 35ft t/o,Air spd (rel) lo flap 5,-0.011364943
Air spd (rel) lo flap 5,Pitch hi 35ft t/o,-0.011364943
Air spd hi 3000-1000ft,Air spd (rel) lo flap 10,-0.01136626
Air spd (rel) lo flap 10,Air spd hi 3000-1000ft,-0.01136626
Spdbrk dep flaps extd,Pitch hi 400-1000ft,-0.011373667
Pitch hi 400-1000ft,Spdbrk dep flaps extd,-0.011373667
Pitch rate lo t/o,Pitch hi 35-400ft,-0.011409662
Pitch hi 35-400ft,Pitch rate lo t/o,-0.011409662
Flap mvmt late app,Air spd (rel) lo flap 1,-0.011480047
Air spd (rel) lo flap 1,Flap mvmt late app,-0.011480047
Gnd spd hi taxi straight,Air spd (rel) lo flap 10,-0.011530079
Air spd (rel) lo flap 10,Gnd spd hi taxi straight,-0.011530079
Long flare duration,LOC dev 1500-1000ft,-0.011537715
LOC dev 1500-1000ft,Long flare duration,-0.011537715
Pitch hi 50ft tdwn,Air spd (rel) hi 35-climb accel start,-0.011549903
Air spd (rel) hi 35-climb accel start,Pitch hi 50ft tdwn,-0.011549903
Turb app,Pitch lo 35-climb accel start,-0.011613408
Pitch lo 35-climb accel start,Turb app,-0.011613408
RoD hi 3000-2000ft,Air spd (rel) lo flap 10,-0.011647666
Air spd (rel) lo flap 10,RoD hi 3000-2000ft,-0.011647666
Pitch hi 50ft tdwn,Air spd (rel) hi 35-climb accel (3 secs),-0.011683242
Air spd (rel) hi 35-climb accel (3 secs),Pitch hi 50ft tdwn,-0.011683242
Air spd hi flap 10,Air spd hi 8000-10000ft,-0.011692114
Air spd hi 8000-10000ft,Air spd hi flap 10,-0.011692114
Pitch lo 35-400ft,GS dev below GS 500-200ft,-0.011724347
GS dev below GS 500-200ft,Pitch lo 35-400ft,-0.011724347
Pitch hi liftoff,Gnd spd hi taxi straight,-0.011726202
Gnd spd hi taxi straight,Pitch hi liftoff,-0.011726202
Pitch hi liftoff,Air spd hi 8000-10000ft,-0.01173624
Air spd hi 8000-10000ft,Pitch hi liftoff,-0.01173624
Unstable app,Air spd (rel) lo 1000-500ft (3 secs),-0.011806261
Air spd (rel) lo 1000-500ft (3 secs),Unstable app,-0.011806261
Gnd spd hi taxi straight,Air spd (rel) lo flap 1,-0.011830823
Air spd (rel) lo flap 1,Gnd spd hi taxi straight,-0.011830823
Eng rev thrust hi at lo gnd spd,Eng N1 lo TOGA t/o,-0.011872408
Eng N1 lo TOGA t/o,Eng rev thrust hi at lo gnd spd,-0.011872408
Unstable app,Air spd (rel) lo tdwn,-0.011884729
Air spd (rel) lo tdwn,Unstable app,-0.011884729
Pitch lo 35-400ft,Pitch hi liftoff,-0.012071017
Pitch hi liftoff,Pitch lo 35-400ft,-0.012071017
Pitch cycle fin app,Gnd spd hi taxi turn,-0.012081436
Gnd spd hi taxi turn,Pitch cycle fin app,-0.012081436
Hgt lo 1 min tdwn,Air spd hi flap 30,-0.012087325
Air spd hi flap 30,Hgt lo 1 min tdwn,-0.012087325
Roll hi 400-1000ft,Air spd (rel) hi 500-20ft (3 secs),-0.012107014
Air spd (rel) hi 500-20ft (3 secs),Roll hi 400-1000ft,-0.012107014
Unstable app,Throttle cycle fin app,-0.012163362
Throttle cycle fin app,Unstable app,-0.012163362
RoD hi 2000-1000ft,Air spd (rel) lo flap 5,-0.012182614
Air spd (rel) lo flap 5,RoD hi 2000-1000ft,-0.012182614
Pitch hi 35-400ft,Air spd hi flap 25,-0.012228418
Air spd hi flap 25,Pitch hi 35-400ft,-0.012228418
Pitch hi 35ft t/o,Norm g hi tdwn (hard ldg),-0.012232117
Norm g hi tdwn (hard ldg),Pitch hi 35ft t/o,-0.012232117
Pitch rate hi 35-1000ft,GS dev below GS 1000-500ft,-0.012235291
GS dev below GS 1000-500ft,Pitch rate hi 35-1000ft,-0.012235291
Air spd hi flap 25,Air spd (rel) hi 35-climb accel start,-0.012295371
Air spd (rel) hi 35-climb accel start,Air spd hi flap 25,-0.012295371
Pitch rate lo t/o,Hgt lo 1 min tdwn,-0.01233387
Hgt lo 1 min tdwn,Pitch rate lo t/o,-0.01233387
Air spd hi flap 1,Air spd hi 8000-10000ft,-0.012360724
Air spd hi 8000-10000ft,Air spd hi flap 1,-0.012360724
Pitch lo 500-20ft,Hgt lo 1 min tdwn,-0.01252131
Hgt lo 1 min tdwn,Pitch lo 500-20ft,-0.01252131
Flap setting lo 1000ft,Air spd (rel) lo flap 10,-0.012619238
Air spd (rel) lo flap 10,Flap setting lo 1000ft,-0.012619238
Air spd hi 1000-8000ft,Air spd (rel) hi tdwn,-0.012651865
Air spd (rel) hi tdwn,Air spd hi 1000-8000ft,-0.012651865
Air spd hi 5000-3000ft,Air spd (rel) lo flap 1,-0.012696674
Air spd (rel) lo flap 1,Air spd hi 5000-3000ft,-0.012696674
Hgt lo 1 min tdwn,Air spd (rel) lo flap 15,-0.012794605
Air spd (rel) lo flap 15,Hgt lo 1 min tdwn,-0.012794605
GS dev below GS 500-200ft,Gnd spd hi taxi turn,-0.012831923
Gnd spd hi taxi turn,GS dev below GS 500-200ft,-0.012831923
Long flare duration,LOC dev 1000-500ft,-0.012841794
LOC dev 1000-500ft,Long flare duration,-0.012841794
Unstable app,Air spd (rel) lo 500-20ft (3 secs),-0.012918775
Air spd (rel) lo 500-20ft (3 secs),Unstable app,-0.012918775
Long flare duration,Air spd (rel) hi tdwn,-0.012956689
Air spd (rel) hi tdwn,Long flare duration,-0.012956689
Pitch hi 35ft t/o,Air spd (rel) lo flap 15,-0.012964973
Air spd (rel) lo flap 15,Pitch hi 35ft t/o,-0.012964973
Pitch hi 50ft tdwn,Air spd (rel) hi liftoff,-0.013025768
Air spd (rel) hi liftoff,Pitch hi 50ft tdwn,-0.013025768
Air spd hi 8000-5000ft,Air spd (rel) lo flap 1,-0.013070311
Air spd (rel) lo flap 1,Air spd hi 8000-5000ft,-0.013070311
Gnd spd hi taxi straight,Air spd (rel) lo flap 5,-0.013086374
Air spd (rel) lo flap 5,Gnd spd hi taxi straight,-0.013086374
Air spd hi 8000-10000ft,Air spd (rel) hi tdwn,-0.013201179
Air spd (rel) hi tdwn,Air spd hi 8000-10000ft,-0.013201179
Eng N1 lo TOGA t/o,Air spd (rel) hi 35-climb accel start,-0.013205776
Air spd (rel) hi 35-climb accel start,Eng N1 lo TOGA t/o,-0.013205776
Air spd hi 10000-8000ft,Air spd (rel) lo flap 10,-0.01321485
Air spd (rel) lo flap 10,Air spd hi 10000-8000ft,-0.01321485
GS dev below GS 1000-500ft,Fuel qty low tdwn,-0.013357437
Fuel qty low tdwn,GS dev below GS 1000-500ft,-0.013357437
GS dev below GS 500-200ft,Gnd spd hi taxi straight,-0.01340775
Gnd spd hi taxi straight,GS dev below GS 500-200ft,-0.01340775
Roll hi 400-1000ft,GS dev below GS 1500-1000ft,-0.013423367
GS dev below GS 1500-1000ft,Roll hi 400-1000ft,-0.013423367
RoD hi 3000-2000ft,Air spd (rel) lo flap 1,-0.013442349
Air spd (rel) lo flap 1,RoD hi 3000-2000ft,-0.013442349
Unstable app,Air spd (rel) lo flap 15,-0.013457967
Air spd (rel) lo flap 15,Unstable app,-0.013457967
Fuel qty low tdwn,Air spd (rel) lo flap 5,-0.013469898
Air spd (rel) lo flap 5,Fuel qty low tdwn,-0.013469898
GS dev below GS 1000-500ft,GS dev above GS 500-200ft,-0.013525628
GS dev above GS 500-200ft,GS dev below GS 1000-500ft,-0.013525628
Roll hi 400-1000ft,Eng rev thrust hi at lo gnd spd,-0.01353635
Eng rev thrust hi at lo gnd spd,Roll hi 400-1000ft,-0.01353635
Air spd hi 8000-10000ft,Air spd (rel) hi liftoff,-0.013562248
Air spd (rel) hi liftoff,Air spd hi 8000-10000ft,-0.013562248
GS dev below GS 1500-1000ft,Air spd hi 1000-8000ft,-0.013604658
Air spd hi 1000-8000ft,GS dev below GS 1500-1000ft,-0.013604658
Air spd (rel) lo tdwn,Air spd (rel) hi 500-20ft (3 secs),-0.013663248
Air spd (rel) hi 500-20ft (3 secs),Air spd (rel) lo tdwn,-0.013663248
Pitch hi liftoff,Pitch hi 35ft t/o,-0.01368392
Pitch hi 35ft t/o,Pitch hi liftoff,-0.01368392
Eng N1 lo 500-50ft (5 secs),Air spd (rel) lo flap 10,-0.013749708
Air spd (rel) lo flap 10,Eng N1 lo 500-50ft (5 secs),-0.013749708
Air spd hi 1000-8000ft,Air spd (rel) hi liftoff,-0.01380206
Air spd (rel) hi liftoff,Air spd hi 1000-8000ft,-0.01380206
Pitch hi 50ft tdwn,Pitch hi 400-1000ft,-0.013823667
Pitch hi 400-1000ft,Pitch hi 50ft tdwn,-0.013823667
Roll hi 400-1000ft,Air spd (rel) hi liftoff,-0.013872828
Air spd (rel) hi liftoff,Roll hi 400-1000ft,-0.013872828
Unstable app,Norm g hi t/o,-0.013883459
Norm g hi t/o,Unstable app,-0.013883459
Roll hi 400-1000ft,Air spd hi flap 30,-0.013953253
Air spd hi flap 30,Roll hi 400-1000ft,-0.013953253
Roll hi 400-1000ft,LOC dev 1000-500ft,-0.013990489
LOC dev 1000-500ft,Roll hi 400-1000ft,-0.013990489
LOC dev 1000-500ft,Fuel qty low tdwn,-0.014023725
Fuel qty low tdwn,LOC dev 1000-500ft,-0.014023725
Fuel qty low tdwn,Air spd (rel) lo flap 15,-0.014052592
Air spd (rel) lo flap 15,Fuel qty low tdwn,-0.014052592
Unstable app,Air spd (rel) hi liftoff,-0.014170065
Air spd (rel) hi liftoff,Unstable app,-0.014170065
Ldg weight hi tdwn,Gnd spd hi taxi turn,-0.0142417
Gnd spd hi taxi turn,Ldg weight hi tdwn,-0.0142417
Unstable app,Pitch cycle fin app,-0.014292197
Pitch cycle fin app,Unstable app,-0.014292197
Pitch lo 500-20ft,Air spd hi 8000-10000ft,-0.014322573
Air spd hi 8000-10000ft,Pitch lo 500-20ft,-0.014322573
RoD hi 2000-1000ft,Air spd (rel) lo flap 15,-0.014474512
Air spd (rel) lo flap 15,RoD hi 2000-1000ft,-0.014474512
LOC dev 1500-1000ft,Fuel qty low tdwn,-0.014490949
Fuel qty low tdwn,LOC dev 1500-1000ft,-0.014490949
RoD hi 2000-1000ft,Air spd hi 8000-10000ft,-0.014511584
Air spd hi 8000-10000ft,RoD hi 2000-1000ft,-0.014511584
Unstable app,Ldg weight hi tdwn,-0.01451681
Ldg weight hi tdwn,Unstable app,-0.01451681
Pitch hi liftoff,Eng N1 lo 500-50ft (5 secs),-0.014541175
Eng N1 lo 500-50ft (5 secs),Pitch hi liftoff,-0.014541175
Pitch rate hi 35-1000ft,Pitch lo 35-climb accel start,-0.014590196
Pitch lo 35-climb accel start,Pitch rate hi 35-1000ft,-0.014590196
LOC dev 1000-500ft,Gnd spd hi taxi straight,-0.014590413
Gnd spd hi taxi straight,LOC dev 1000-500ft,-0.014590413
RoD hi 1000-500ft,Air spd hi 8000-10000ft,-0.01464823
Air spd hi 8000-10000ft,RoD hi 1000-500ft,-0.01464823
Pitch hi liftoff,Air spd (rel) hi 500-20ft (3 secs),-0.014658211
Air spd (rel) hi 500-20ft (3 secs),Pitch hi liftoff,-0.014658211
Air spd hi 8000-5000ft,Air spd (rel) lo flap 10,-0.014688114
Air spd (rel) lo flap 10,Air spd hi 8000-5000ft,-0.014688114
Pitch lo 500-20ft,Air spd hi 1000-8000ft,-0.014693503
Air spd hi 1000-8000ft,Pitch lo 500-20ft,-0.014693503
RoD hi 2000-1000ft,Air spd hi 1000-8000ft,-0.014772103
Air spd hi 1000-8000ft,RoD hi 2000-1000ft,-0.014772103
RoD hi 2000-1000ft,Air spd (rel) lo flap 10,-0.014777091
Air spd (rel) lo flap 10,RoD hi 2000-1000ft,-0.014777091
Long flare duration,GS dev below GS 500-200ft,-0.014830052
GS dev below GS 500-200ft,Long flare duration,-0.014830052
Spdbrk dep flaps extd,Hgt lo 1 min tdwn,-0.014840935
Hgt lo 1 min tdwn,Spdbrk dep flaps extd,-0.014840935
Pitch lo 35-400ft,Flap mvmt late app,-0.014904399
Flap mvmt late app,Pitch lo 35-400ft,-0.014904399
Roll hi 400-1000ft,Norm g hi t/o,-0.014954975
Norm g hi t/o,Roll hi 400-1000ft,-0.014954975
GS dev below GS 1500-1000ft,Air spd hi 8000-10000ft,-0.014989128
Air spd hi 8000-10000ft,GS dev below GS 1500-1000ft,-0.014989128
Long flare duration,Air spd (rel) hi 500-20ft (3 secs),-0.015031045
Air spd (rel) hi 500-20ft (3 secs),Long flare duration,-0.015031045
Pitch rate lo t/o,Pitch hi liftoff,-0.015047576
Pitch hi liftoff,Pitch rate lo t/o,-0.015047576
Roll cycle fin app,Gnd spd hi taxi turn,-0.01517004
Gnd spd hi taxi turn,Roll cycle fin app,-0.01517004
Flap mvmt late app,Air spd (rel) lo flap 10,-0.015234596
Air spd (rel) lo flap 10,Flap mvmt late app,-0.015234596
Unstable app,Air spd hi flap 1,-0.015246018
Air spd hi flap 1,Unstable app,-0.015246018
Pitch lo 35-400ft,Air spd hi flap 30,-0.015257524
Air spd hi flap 30,Pitch lo 35-400ft,-0.015257524
LOC dev 1000-500ft,Air spd hi 1000-8000ft,-0.015339547
Air spd hi 1000-8000ft,LOC dev 1000-500ft,-0.015339547
Pitch lo 400-1000ft,Pitch hi 400-1000ft,-0.015447372
Pitch hi 400-1000ft,Pitch lo 400-1000ft,-0.015447372
GS dev below GS 1500-1000ft,Gnd spd hi taxi straight,-0.015475958
Gnd spd hi taxi straight,GS dev below GS 1500-1000ft,-0.015475958
LOC dev 1000-500ft,Air spd hi 8000-10000ft,-0.015536331
Air spd hi 8000-10000ft,LOC dev 1000-500ft,-0.015536331
Roll hi 400-1000ft,RoD hi 2000-1000ft,-0.01556383
RoD hi 2000-1000ft,Roll hi 400-1000ft,-0.01556383
Pitch rate (rot) hi t/o,Air spd hi 8000-10000ft,-0.015580772
Air spd hi 8000-10000ft,Pitch rate (rot) hi t/o,-0.015580772
Air spd hi 10000-8000ft,Air spd (rel) lo flap 1,-0.015644296
Air spd (rel) lo flap 1,Air spd hi 10000-8000ft,-0.015644296
Hgt lo 1 min tdwn,GS dev above GS 1000-500ft,-0.015646808
GS dev above GS 1000-500ft,Hgt lo 1 min tdwn,-0.015646808
RoD hi 2000-1000ft,Air spd (rel) lo flap 1,-0.015910392
Air spd (rel) lo flap 1,RoD hi 2000-1000ft,-0.015910392
Air spd hi flap 15,Air spd (rel) lo flap 1,-0.015982563
Air spd (rel) lo flap 1,Air spd hi flap 15,-0.015982563
Long flare duration,GS dev below GS 1000-500ft,-0.016050721
GS dev below GS 1000-500ft,Long flare duration,-0.016050721
Short flare duration,Gnd spd hi taxi straight,-0.016126869
Gnd spd hi taxi straight,Short flare duration,-0.016126869
Pitch hi liftoff,Air spd (rel) hi 35ft t/o,-0.016263811
Air spd (rel) hi 35ft t/o,Pitch hi liftoff,-0.016263811
Hgt lo 1 min tdwn,Air spd (rel) lo flap 5,-0.016487491
Air spd (rel) lo flap 5,Hgt lo 1 min tdwn,-0.016487491
Short flare duration,Fuel qty low tdwn,-0.016499804
Fuel qty low tdwn,Short flare duration,-0.016499804
Air spd hi flap 15,Air spd (rel) lo flap 15,-0.016581773
Air spd (rel) lo flap 15,Air spd hi flap 15,-0.016581773
Air spd hi flap 15,Air spd (rel) lo flap 5,-0.016592718
Air spd (rel) lo flap 5,Air spd hi flap 15,-0.016592718
Pitch rate (neg) t/o,Gnd spd hi taxi turn,-0.016611316
Gnd spd hi taxi turn,Pitch rate (neg) t/o,-0.016611316
RoD hi 2000-1000ft,Gnd spd hi taxi straight,-0.016705105
Gnd spd hi taxi straight,RoD hi 2000-1000ft,-0.016705105
RoD hi 50ft tdwn,Gnd spd hi taxi straight,-0.016715501
Gnd spd hi taxi straight,RoD hi 50ft tdwn,-0.016715501
Norm g hi tdwn (hard ldg),Gnd spd hi taxi straight,-0.016788269
Gnd spd hi taxi straight,Norm g hi tdwn (hard ldg),-0.016788269
RoD hi 1000-500ft,Air spd hi 1000-8000ft,-0.016806731
Air spd hi 1000-8000ft,RoD hi 1000-500ft,-0.016806731
Norm g hi t/o,Air spd hi flap 25,-0.016817952
Air spd hi flap 25,Norm g hi t/o,-0.016817952
Pitch hi 35-400ft,Long flare duration,-0.016867057
Long flare duration,Pitch hi 35-400ft,-0.016867057
Air spd hi 5000-3000ft,Air spd (rel) lo flap 10,-0.017007805
Air spd (rel) lo flap 10,Air spd hi 5000-3000ft,-0.017007805
RoD hi 50ft tdwn,Fuel qty low tdwn,-0.017014649
Fuel qty low tdwn,RoD hi 50ft tdwn,-0.017014649
Roll hi 400-1000ft,GS dev below GS 1000-500ft,-0.017019899
GS dev below GS 1000-500ft,Roll hi 400-1000ft,-0.017019899
Roll hi 400-1000ft,GS dev below GS 500-200ft,-0.017083081
GS dev below GS 500-200ft,Roll hi 400-1000ft,-0.017083081
Roll hi 400-1000ft,Air spd (rel) hi 35-climb accel (3 secs),-0.017103337
Air spd (rel) hi 35-climb accel (3 secs),Roll hi 400-1000ft,-0.017103337
Fuel qty low tdwn,Eng rev thrust hi at lo gnd spd,-0.017466804
Eng rev thrust hi at lo gnd spd,Fuel qty low tdwn,-0.017466804
Pitch hi liftoff,Air spd (rel) hi 35-climb accel (3 secs),-0.017700728
Air spd (rel) hi 35-climb accel (3 secs),Pitch hi liftoff,-0.017700728
RoD hi 1000-500ft,Gnd spd hi taxi straight,-0.01778775
Gnd spd hi taxi straight,RoD hi 1000-500ft,-0.01778775
Hgt lo 1 min tdwn,Air spd (rel) lo flap 1,-0.017925623
Air spd (rel) lo flap 1,Hgt lo 1 min tdwn,-0.017925623
GS dev below GS 1000-500ft,Gnd spd hi taxi turn,-0.017930815
Gnd spd hi taxi turn,GS dev below GS 1000-500ft,-0.017930815
Pitch lo 35-climb accel start,Hgt lo 1 min tdwn,-0.017939466
Hgt lo 1 min tdwn,Pitch lo 35-climb accel start,-0.017939466
LOC dev 1500-1000ft,Gnd spd hi taxi straight,-0.018002803
Gnd spd hi taxi straight,LOC dev 1500-1000ft,-0.018002803
Unstable app,Norm g hi tdwn (hard ldg),-0.018023985
Norm g hi tdwn (hard ldg),Unstable app,-0.018023985
Gnd spd hi taxi turn,Air spd hi flap 40,-0.018107726
Air spd hi flap 40,Gnd spd hi taxi turn,-0.018107726
Gnd spd hi taxi straight,Air spd (rel) lo flap 15,-0.018216062
Air spd (rel) lo flap 15,Gnd spd hi taxi straight,-0.018216062
Roll hi 400-1000ft,Air spd hi 1000-8000ft,-0.018242425
Air spd hi 1000-8000ft,Roll hi 400-1000ft,-0.018242425
LOC dev 1500-1000ft,Air spd hi 1000-8000ft,-0.018293127
Air spd hi 1000-8000ft,LOC dev 1500-1000ft,-0.018293127
Pitch hi liftoff,Air spd (rel) hi liftoff,-0.018373258
Air spd (rel) hi liftoff,Pitch hi liftoff,-0.018373258
Roll hi 400-1000ft,Air spd hi 8000-10000ft,-0.018378365
Air spd hi 8000-10000ft,Roll hi 400-1000ft,-0.018378365
Roll hi 400-1000ft,LOC dev 1500-1000ft,-0.018388371
LOC dev 1500-1000ft,Roll hi 400-1000ft,-0.018388371
GS dev below GS 500-200ft,Air spd hi 8000-10000ft,-0.018437766
Air spd hi 8000-10000ft,GS dev below GS 500-200ft,-0.018437766
Pitch lo 35-400ft,Eng N1 lo 500-50ft (5 secs),-0.018569632
Eng N1 lo 500-50ft (5 secs),Pitch lo 35-400ft,-0.018569632
Pitch hi 35-400ft,Eng N1 lo TOGA t/o,-0.018578736
Eng N1 lo TOGA t/o,Pitch hi 35-400ft,-0.018578736
Pitch lo 35-400ft,Air spd hi flap 15,-0.018600083
Air spd hi flap 15,Pitch lo 35-400ft,-0.018600083
Gnd spd hi taxi straight,Eng rev thrust hi at lo gnd spd,-0.018687279
Eng rev thrust hi at lo gnd spd,Gnd spd hi taxi straight,-0.018687279
LOC dev 1500-1000ft,Air spd hi 8000-10000ft,-0.018725294
Air spd hi 8000-10000ft,LOC dev 1500-1000ft,-0.018725294
Pitch lo 35-climb accel start,Flap mvmt late app,-0.018770349
Flap mvmt late app,Pitch lo 35-climb accel start,-0.018770349
Pitch lo 1000-500ft,Air spd hi 8000-10000ft,-0.018791493
Air spd hi 8000-10000ft,Pitch lo 1000-500ft,-0.018791493
Pitch hi 400-1000ft,Air spd hi flap 25,-0.018850535
Air spd hi flap 25,Pitch hi 400-1000ft,-0.018850535
GS dev below GS 1000-500ft,Gnd spd hi taxi straight,-0.018957568
Gnd spd hi taxi straight,GS dev below GS 1000-500ft,-0.018957568
Roll hi 400-1000ft,Pitch hi 35-400ft,-0.018980721
Pitch hi 35-400ft,Roll hi 400-1000ft,-0.018980721
Fuel qty low tdwn,Air spd (rel) lo flap 10,-0.018996733
Air spd (rel) lo flap 10,Fuel qty low tdwn,-0.018996733
RoD hi 50ft tdwn,Pitch hi 400-1000ft,-0.019083745
Pitch hi 400-1000ft,RoD hi 50ft tdwn,-0.019083745
Long flare duration,Air spd hi flap 30,-0.019125007
Air spd hi flap 30,Long flare duration,-0.019125007
Unstable app,Air spd hi ldg gear extn,-0.01926345
Air spd hi ldg gear extn,Unstable app,-0.01926345
RoD hi 500-50ft,Pitch hi 35ft t/o,-0.019384805
Pitch hi 35ft t/o,RoD hi 500-50ft,-0.019384805
Pitch hi 35ft t/o,Air spd (rel) hi liftoff,-0.019401393
Air spd (rel) hi liftoff,Pitch hi 35ft t/o,-0.019401393
Roll hi 400-1000ft,RoD hi 1000-500ft,-0.019410227
RoD hi 1000-500ft,Roll hi 400-1000ft,-0.019410227
Roll hi 400-1000ft,Air spd (rel) hi 35ft t/o,-0.019499312
Air spd (rel) hi 35ft t/o,Roll hi 400-1000ft,-0.019499312
Pitch lo 1000-500ft,Hgt lo 1 min tdwn,-0.019638694
Hgt lo 1 min tdwn,Pitch lo 1000-500ft,-0.019638694
Fuel qty low tdwn,Air spd hi 1000-8000ft,-0.019822716
Air spd hi 1000-8000ft,Fuel qty low tdwn,-0.019822716
Hgt lo 1 min tdwn,Eng rev thrust hi at lo gnd spd,-0.019858621
Eng rev thrust hi at lo gnd spd,Hgt lo 1 min tdwn,-0.019858621
Short flare duration,Long flare duration,-0.019900243
Long flare duration,Short flare duration,-0.019900243
Pitch rate lo t/o,Gnd spd hi taxi turn,-0.019900329
Gnd spd hi taxi turn,Pitch rate lo t/o,-0.019900329
Turb flt,Gnd spd hi taxi turn,-0.019990553
Gnd spd hi taxi turn,Turb flt,-0.019990553
Pitch rate (rot) hi t/o,Pitch lo 35-400ft,-0.020117091
Pitch lo 35-400ft,Pitch rate (rot) hi t/o,-0.020117091
Unstable app,Turb flt,-0.020179456
Turb flt,Unstable app,-0.020179456
Air spd hi 1000-8000ft,Air spd (rel) hi 500-20ft (3 secs),-0.020208833
Air spd (rel) hi 500-20ft (3 secs),Air spd hi 1000-8000ft,-0.020208833
GS dev below GS 500-200ft,GS dev above GS 500-200ft,-0.020273621
GS dev above GS 500-200ft,GS dev below GS 500-200ft,-0.020273621
GS dev below GS 500-200ft,Fuel qty low tdwn,-0.020294622
Fuel qty low tdwn,GS dev below GS 500-200ft,-0.020294622
Pitch lo 35-400ft,Air spd (rel) hi 500-20ft (3 secs),-0.020371022
Air spd (rel) hi 500-20ft (3 secs),Pitch lo 35-400ft,-0.020371022
Pitch lo 35-400ft,GS dev below GS 1000-500ft,-0.020382724
GS dev below GS 1000-500ft,Pitch lo 35-400ft,-0.020382724
Pitch hi 50ft tdwn,Air spd (rel) hi tdwn,-0.020407714
Air spd (rel) hi tdwn,Pitch hi 50ft tdwn,-0.020407714
GS dev below GS 500-200ft,Air spd hi 1000-8000ft,-0.020454583
Air spd hi 1000-8000ft,GS dev below GS 500-200ft,-0.020454583
Gnd spd hi taxi turn,Air spd (rel) hi liftoff,-0.020463486
Air spd (rel) hi liftoff,Gnd spd hi taxi turn,-0.020463486
Air spd hi 8000-10000ft,Air spd (rel) hi 500-20ft (3 secs),-0.020532122
Air spd (rel) hi 500-20ft (3 secs),Air spd hi 8000-10000ft,-0.020532122
GS dev below GS 1500-1000ft,Gnd spd hi taxi turn,-0.020607858
Gnd spd hi taxi turn,GS dev below GS 1500-1000ft,-0.020607858
RoD hi 500-50ft,Long flare duration,-0.020684727
Long flare duration,RoD hi 500-50ft,-0.020684727
Roll hi 400-1000ft,RoD hi 500-50ft,-0.020805876
RoD hi 500-50ft,Roll hi 400-1000ft,-0.020805876
Pitch lo 1000-500ft,Air spd hi 1000-8000ft,-0.020956396
Air spd hi 1000-8000ft,Pitch lo 1000-500ft,-0.020956396
Unstable app,Pitch rate (neg) t/o,-0.021010269
Pitch rate (neg) t/o,Unstable app,-0.021010269
Pitch hi liftoff,Fuel qty low tdwn,-0.021156123
Fuel qty low tdwn,Pitch hi liftoff,-0.021156123
GS dev below GS 1000-500ft,GS dev above GS 1000-500ft,-0.021216142
GS dev above GS 1000-500ft,GS dev below GS 1000-500ft,-0.021216142
Pitch rate (rot) hi t/o,Pitch lo 35-climb accel start,-0.021264683
Pitch lo 35-climb accel start,Pitch rate (rot) hi t/o,-0.021264683
Pitch hi 35ft t/o,Air spd (rel) hi 35ft t/o,-0.021446214
Air spd (rel) hi 35ft t/o,Pitch hi 35ft t/o,-0.021446214
Air spd hi flap 15,Air spd (rel) lo flap 10,-0.021867754
Air spd (rel) lo flap 10,Air spd hi flap 15,-0.021867754
Air spd hi flap 25,Air spd (rel) lo flap 1,-0.021960954
Air spd (rel) lo flap 1,Air spd hi flap 25,-0.021960954
Eng N1 lo 500-50ft (5 secs),Air spd hi 1000-8000ft,-0.021980525
Air spd hi 1000-8000ft,Eng N1 lo 500-50ft (5 secs),-0.021980525
